,challengeId,submissionEndDate,technology,platforms
79,30000193,2006-11-28T09:00:00.000-05:00,".NET,C#",
80,30000194,2006-11-30T09:00:00.000-05:00,".NET,C#",
81,30000195,2006-11-27T10:50:00.000-05:00,".NET,C#",
82,30000196,2006-12-01T09:00:00.000-05:00,Java,
83,30000197,2006-12-04T09:00:00.000-05:00,Java,
84,30000198,2006-12-04T09:00:00.000-05:00,"JDBC,Java,JavaBean",
85,30000199,2006-12-04T09:00:00.000-05:00,"JDBC,Java,JavaBean",
86,30000200,2006-12-01T09:00:00.000-05:00,Java,
87,30000201,2006-12-04T09:00:00.000-05:00,Java,
88,30000203,2006-12-07T09:00:00.000-05:00,Java,
89,30000204,2006-12-04T09:00:00.000-05:00,Java,
90,30000205,2006-12-04T09:00:00.000-05:00,Java,
91,30000206,2006-12-07T09:00:00.000-05:00,Java,
92,30000207,2006-12-04T09:00:00.000-05:00,"JDBC,JSF,Java,JavaBean",
93,30000208,2006-12-04T09:00:00.000-05:00,Java,
94,30000210,2006-11-30T11:10:00.000-05:00,".NET,C#,WinForms Controls,XML",
95,30000211,2006-12-04T16:00:00.000-05:00,".NET,C#",
96,30000212,2006-12-04T16:00:00.000-05:00,".NET,C#,WinForms Controls",
97,30000213,2006-12-06T16:00:00.000-05:00,Java,
98,30000215,2006-12-06T10:30:00.000-05:00,"JDBC,Java,JavaBean",
99,30000216,2006-12-06T10:30:00.000-05:00,"HTTP,JSF,Java",
100,30000217,2006-12-06T11:00:00.000-05:00,"Custom Tag,JSF,JSP",
101,30000220,2006-12-07T09:00:00.000-05:00,".NET,C#",
102,30000222,2006-12-07T09:00:00.000-05:00,".NET,C#",
103,30000223,2006-12-07T09:00:00.000-05:00,".NET,C#",
104,30000224,2006-12-14T09:00:00.000-05:00,Java,
105,30000225,2006-12-14T09:00:00.000-05:00,Java,
106,30000226,2006-12-14T09:00:00.000-05:00,Java,
107,30000227,2006-12-11T09:00:00.000-05:00,Java,
108,30000228,2006-12-14T09:00:00.000-05:00,Java,
109,30000229,2006-12-07T09:00:00.000-05:00,Java,
110,30000230,2006-12-14T09:00:00.000-05:00,Java,
111,30000231,2006-12-07T09:00:00.000-05:00,".NET,C#,COM",
112,30000232,2006-12-14T09:00:00.000-05:00,Java,
113,30000233,2006-12-14T09:00:00.000-05:00,Java,
114,30000234,2007-01-15T17:00:00.000-05:00,".NET,C#",
115,30000235,2006-12-07T09:00:00.000-05:00,".NET,C#",
116,30000236,2006-12-14T09:00:00.000-05:00,Java,
117,30000237,2006-12-07T09:00:00.000-05:00,".NET,C#",
118,30000238,2006-12-07T09:00:00.000-05:00,Java,
119,30000239,2006-12-07T09:00:00.000-05:00,Java,
120,30000240,2006-12-07T09:00:00.000-05:00,".NET,C#",
121,30000241,2006-12-09T09:00:00.000-05:00,Java,
122,30000242,2006-12-07T09:00:00.000-05:00,Java,
123,30000243,2006-12-07T09:00:00.000-05:00,".NET,C#,XML",
124,30000244,2006-12-07T09:00:00.000-05:00,"C#,Java",
125,30000246,2006-12-07T09:00:00.000-05:00,".NET,C#,WinForms Controls",
126,30000247,2006-12-07T09:00:00.000-05:00,Java,
127,30000248,2006-12-07T09:00:00.000-05:00,".NET,C#",
128,30000249,2006-12-07T09:00:00.000-05:00,".NET,C#",
129,30000250,2006-12-07T09:00:00.000-05:00,Java,
130,30000251,2006-12-07T09:00:00.000-05:00,".NET,C#",
131,30000252,2007-02-21T09:00:00.000-05:00,".NET,C#,COM",
132,30000253,2006-12-07T09:00:00.000-05:00,".NET,C#",
133,30000254,2006-12-07T09:00:00.000-05:00,".NET,C#,WinForms Controls",
134,30000255,2006-12-07T09:00:00.000-05:00,".NET,C#",
135,30000256,2006-12-07T09:42:00.000-05:00,".NET,C#,WinForms Controls",
136,30000257,2006-12-07T09:45:00.000-05:00,".NET,C#",
137,30000258,2006-12-10T09:58:00.000-05:00,,
138,30000260,2006-12-07T14:00:00.000-05:00,".NET,C#",
139,30000261,2006-12-07T14:00:00.000-05:00,".NET,C#",
140,30000262,2006-12-13T09:00:00.000-05:00,".NET,C#,HTML,HTTP",
141,30000263,2006-12-11T13:50:00.000-05:00,".NET,C#",
142,30000264,2006-12-08T14:00:00.000-05:00,".NET,C#",
143,30000265,2006-12-08T14:12:00.000-05:00,".NET,C#",
144,30000268,2006-12-08T16:10:00.000-05:00,".NET,C#",
145,30000269,2006-12-08T16:15:00.000-05:00,".NET,C#",
146,30000270,2006-12-08T16:35:00.000-05:00,".NET,C#",
147,30000272,2006-12-11T14:00:00.000-05:00,".NET,C#",
148,30000273,2006-12-11T14:00:00.000-05:00,".NET,C#",
149,30000274,2006-12-11T14:00:00.000-05:00,".NET,C#",
150,30000275,2006-12-11T14:00:00.000-05:00,".NET,C#",
151,30000276,2006-12-11T14:00:00.000-05:00,".NET,C#",
152,30000277,2006-12-11T14:00:00.000-05:00,".NET,C#",
153,30000278,2006-12-12T14:00:00.000-05:00,".NET,C#",
154,30000279,2006-12-12T09:00:00.000-05:00,".NET,C#",
155,30000280,2006-12-12T11:00:00.000-05:00,"JDBC,Java",
156,30000281,2006-12-14T09:00:00.000-05:00,".NET,C#",
157,30000282,2006-12-14T09:00:00.000-05:00,".NET,C#,WinForms Controls",
158,30000360,2006-12-14T09:00:00.000-05:00,Java,
159,30000370,2006-12-14T09:00:00.000-05:00,,
160,30000380,2006-12-13T09:00:00.000-05:00,".NET,C#",
161,30000381,2006-12-13T09:00:00.000-05:00,".NET,C#",
162,30000382,2006-12-13T17:00:00.000-05:00,"Custom Tag,JSF,JSP",
163,30000390,2006-12-14T09:00:00.000-05:00,".NET,C#",
164,30000391,2006-12-14T09:00:00.000-05:00,".NET,C#",
165,30000392,2006-12-14T09:00:00.000-05:00,".NET,C#",
166,30000393,2006-12-14T09:00:00.000-05:00,".NET,C#,XML",
167,30000394,2006-12-14T09:00:00.000-05:00,".NET,C#",
168,30000395,2006-12-14T09:00:00.000-05:00,".NET,C#",
169,30000396,2006-12-14T09:01:00.000-05:00,".NET,C#,XML,XSL",
170,30000397,2006-12-14T09:01:00.000-05:00,".NET,C#",
171,30000398,2006-12-14T09:01:00.000-05:00,".NET,C#",
172,30000399,2006-12-14T09:01:00.000-05:00,".NET,C#",
173,30000400,2006-12-21T09:01:00.000-05:00,Java,
174,30000401,2006-12-14T09:01:00.000-05:00,".NET,C#",
175,30000402,2006-12-14T09:01:00.000-05:00,".NET,C#",
176,30000403,2006-12-14T09:01:00.000-05:00,.NET,
177,30000404,2006-12-14T09:01:00.000-05:00,".NET,C#",
178,30000405,2006-12-14T10:57:00.000-05:00,Java,
179,30000407,2006-12-14T16:00:00.000-05:00,".NET,C#,WinForms Controls",
180,30000408,2006-12-14T17:00:00.000-05:00,".NET,C#",
181,30000409,2006-12-14T17:00:00.000-05:00,".NET,C#",
182,30000410,2006-12-14T09:01:00.000-05:00,".NET,C#",
183,30000412,2006-12-14T10:49:00.000-05:00,".NET,C#",
184,30000413,2006-12-14T11:30:00.000-05:00,".NET,C#",
185,30000414,2006-12-14T11:30:00.000-05:00,".NET,C#",
186,30000415,2006-12-14T11:30:00.000-05:00,Java,
187,30000418,2006-12-15T16:30:00.000-05:00,".NET,C#",
188,30000419,2006-12-15T16:30:00.000-05:00,".NET,C#",
189,30000420,2006-12-20T22:00:00.000-05:00,".NET,C#",
190,30000421,2006-12-15T16:00:00.000-05:00,".NET,C#",
191,30000422,2006-12-15T16:00:00.000-05:00,".NET,C#",
192,30000430,2006-12-18T09:00:00.000-05:00,"JDBC,JSF,Java,JavaBean",
193,30000431,2006-12-18T17:27:00.000-05:00,,
194,30000432,2006-12-19T11:30:00.000-05:00,".NET,C#",
195,30000433,2006-12-19T11:30:00.000-05:00,".NET,C#",
196,30000434,2006-12-21T11:30:00.000-05:00,".NET,C#",
197,30000435,2006-12-20T10:00:00.000-05:00,".NET,C#,HTML,HTTP",
198,30000436,2006-12-16T09:00:00.000-05:00,Java,
199,30000437,2006-12-21T17:00:00.000-05:00,"Custom Tag,JSF,JSP",
200,30000438,2006-12-21T10:00:00.000-05:00,".NET,C#",
201,30000439,2006-12-21T10:00:00.000-05:00,".NET,C#,WinForms Controls",
202,30000440,2006-12-20T10:00:00.000-05:00,".NET,C#",
203,30000441,2006-12-22T13:00:00.000-05:00,".NET,C#",
204,30000443,2006-12-21T09:02:00.000-05:00,".NET,C#",
205,30000444,2006-12-21T09:02:00.000-05:00,".NET,C#",
206,30000445,2006-12-21T09:03:00.000-05:00,".NET,C#",
207,30000446,2006-12-21T09:03:00.000-05:00,".NET,C#,WinForms Controls",
208,30000447,2006-12-21T09:03:00.000-05:00,".NET,C#",
209,30000448,2006-12-21T09:04:00.000-05:00,Java,
210,30000449,2006-12-21T09:04:00.000-05:00,Java,
211,30000450,2006-12-21T09:04:00.000-05:00,Java,
212,30000451,2006-12-21T09:04:00.000-05:00,Java,
213,30000452,2006-12-21T09:05:00.000-05:00,Java,
214,30000453,2006-12-21T09:05:00.000-05:00,".NET,C#",
215,30000454,2006-12-23T23:50:00.000-05:00,".NET,C#,WinForms Controls",
216,30000455,2006-12-23T11:50:00.000-05:00,".NET,C#,WinForms Controls",
217,30000456,2006-12-25T14:55:00.000-05:00,".NET,C#",
218,30000457,2006-12-24T14:17:00.000-05:00,".NET,C#",
219,30000458,2006-12-22T14:19:00.000-05:00,".NET,C#",
220,30000459,2006-12-22T14:22:00.000-05:00,Java,
221,30000460,2006-12-21T13:00:00.000-05:00,Java,
222,30000461,2006-12-21T13:00:00.000-05:00,Java,
223,30000462,2006-12-21T13:00:00.000-05:00,Java,
224,30000463,2006-12-21T13:00:00.000-05:00,Java,
225,30000464,2006-12-21T13:00:00.000-05:00,Java,
226,30000465,2006-12-21T13:00:00.000-05:00,Java,
227,30000466,2006-12-21T13:00:00.000-05:00,Java,
228,30000469,2006-12-21T16:15:00.000-05:00,Java,
229,30000470,2006-12-28T13:43:00.000-05:00,Java,
230,30000471,2006-12-28T09:00:00.000-05:00,Java,
231,30000490,2006-12-28T09:00:00.000-05:00,"HTML,HTTP,J2EE,Java,Servlet",
232,30000491,2006-12-28T09:00:00.000-05:00,".NET,C#,WinForms Controls",
233,30000492,2006-12-28T11:25:00.000-05:00,Java,
234,30000493,2006-12-28T09:00:00.000-05:00,"Java,Java Application",
235,30000494,2006-12-28T09:00:00.000-05:00,".NET,C#",
236,30000495,2006-12-28T09:00:00.000-05:00,Java,
237,30000496,2006-12-28T09:00:00.000-05:00,".NET,C#,WinForms Controls,XML",
238,30000497,2006-12-28T09:00:00.000-05:00,".NET,C#",
239,30000498,2006-12-28T09:00:00.000-05:00,".NET,C#",
240,30000499,2006-12-28T09:00:00.000-05:00,Java,
241,30000500,2006-12-28T09:00:00.000-05:00,Java,
242,30000501,2006-12-28T09:00:00.000-05:00,"C#,Java",
243,30000502,2006-12-28T09:00:00.000-05:00,Java,
244,30000503,2006-12-28T09:00:00.000-05:00,".NET,C#",
245,30000504,2006-12-28T11:43:00.000-05:00,Java,
246,30000505,2006-12-28T09:00:00.000-05:00,".NET,C#",
247,30000506,2006-12-28T09:00:00.000-05:00,".NET,C#",
248,30000507,2006-12-28T09:01:00.000-05:00,".NET,C#",
249,30000508,2006-12-28T09:01:00.000-05:00,".NET,C#",
250,30000509,2006-12-28T09:01:00.000-05:00,".NET,C#",
251,30000510,2006-12-28T10:24:00.000-05:00,".NET,C#",
252,30000516,2007-01-05T09:00:00.000-05:00,".NET,C#",
253,30000517,2007-01-05T09:01:00.000-05:00,Java,
254,30000518,2007-01-05T10:00:00.000-05:00,Java,
255,30000519,2007-01-25T23:35:00.000-05:00,Java,
256,30000520,2006-12-29T11:01:00.000-05:00,".NET,C#",
257,30000521,2006-12-28T11:06:00.000-05:00,".NET,C#",
258,30000522,2006-12-28T11:10:00.000-05:00,".NET,C#",
259,30000523,2006-12-30T09:00:00.000-05:00,".NET,C#",
260,30000524,2006-12-30T09:00:00.000-05:00,".NET,C#",
261,30000525,2006-12-30T09:00:00.000-05:00,.NET,
262,30000526,2007-01-05T09:01:00.000-05:00,"Custom Tag,HTML,HTTP,JSP,Java,JavaBean,XML",
263,30000527,2007-01-05T09:01:00.000-05:00,".NET,C#",
264,30000528,2007-01-05T09:01:00.000-05:00,".NET,C#",
265,30000529,2007-01-05T09:01:00.000-05:00,".NET,C#",
266,30000530,2007-01-05T09:01:00.000-05:00,".NET,C#",
267,30000531,2007-01-05T09:01:00.000-05:00,".NET,C#",
268,30000532,2007-01-05T09:01:00.000-05:00,Java,
269,30000533,2007-01-05T09:01:00.000-05:00,".NET,C#",
270,30000534,2007-01-05T09:01:00.000-05:00,".NET,C#",
271,30000535,2007-01-05T09:01:00.000-05:00,".NET,C#",
272,30000536,2007-01-05T10:00:00.000-05:00,"Custom Tag,Java,JavaScript,Servlet",
273,30000537,2007-01-08T09:01:00.000-05:00,Java,
274,30000538,2007-01-05T09:01:00.000-05:00,".NET,C#",
275,30000539,2007-01-05T09:01:00.000-05:00,".NET,C#",
276,30000540,2007-01-05T09:01:00.000-05:00,".NET,C#",
277,30000541,2007-01-05T09:01:00.000-05:00,".NET,C#",
278,30000542,2007-01-05T10:07:00.000-05:00,"Java,XML",
279,30000544,2007-01-06T17:00:00.000-05:00,".NET,C#",
280,30000550,2007-01-05T09:01:00.000-05:00,Java,
281,30000551,2007-01-05T09:01:00.000-05:00,Java,
282,30000552,2007-01-05T11:12:00.000-05:00,".NET,C#,COM",
283,30000553,2007-01-08T08:59:00.000-05:00,".NET,C#",
284,30000554,2007-01-05T16:30:00.000-05:00,".NET,C#",
285,30000555,2007-01-05T16:30:00.000-05:00,".NET,C#",
286,30000561,2007-01-09T09:11:00.000-05:00,".NET,C#",
287,30000562,2007-01-10T09:25:00.000-05:00,Java,
288,30000571,2007-01-10T09:00:00.000-05:00,".NET,C#",
289,30000572,2007-01-10T09:00:00.000-05:00,Java,
290,30000576,2007-01-12T12:10:00.000-05:00,".NET,C#",
291,30000577,2007-01-09T11:00:00.000-05:00,"Custom Tag,Java,JavaScript,Servlet",
292,30000578,2007-01-12T12:10:00.000-05:00,".NET,C#",
293,30000579,2007-01-12T12:10:00.000-05:00,".NET,C#",
294,30000580,2007-01-10T07:04:00.000-05:00,".NET,C#,WinForms Controls",
295,30000581,2007-01-10T07:04:00.000-05:00,".NET,C#,WinForms Controls",
296,30000586,2007-01-11T09:00:00.000-05:00,"JDBC,Java,XML",
297,30000587,2007-01-11T09:00:00.000-05:00,".NET,C#",
298,30000588,2007-01-11T09:00:00.000-05:00,".NET,C#,XML",
299,30000589,2007-01-11T09:00:00.000-05:00,.NET,
300,30000590,2007-01-11T09:00:00.000-05:00,".NET,C#",
301,30000591,2007-01-11T09:00:00.000-05:00,".NET,C#",
302,30000592,2007-01-11T09:00:00.000-05:00,".NET,C#",
303,30000593,2007-01-11T09:00:00.000-05:00,".NET,C#",
304,30000594,2007-01-11T10:13:00.000-05:00,Java,
305,30000595,2007-01-13T18:16:00.000-05:00,".NET,C#",
306,30000596,2007-01-12T09:01:00.000-05:00,Java,
307,30000597,2007-01-13T18:16:00.000-05:00,Java,
308,30000598,2007-01-13T18:16:00.000-05:00,Java,
309,30000599,2007-01-13T18:16:00.000-05:00,Java,
310,30000600,2007-01-12T12:11:00.000-05:00,.NET,
311,30000601,2007-01-22T09:55:00.000-05:00,Java,
312,30000602,2007-01-13T18:16:00.000-05:00,Java,
313,30000606,2007-01-15T09:00:00.000-05:00,".NET,C#,WinForms Controls",
314,30000607,2007-01-15T09:00:00.000-05:00,".NET,C#,WinForms Controls",
315,30000608,2007-01-18T11:00:00.000-05:00,Java,
316,30000609,2007-01-18T11:00:00.000-05:00,".NET,C#",
317,30000610,2007-01-13T18:16:00.000-05:00,Java,
318,30000614,2007-01-15T09:00:00.000-05:00,"JDBC,Java",
319,30000615,2007-01-19T09:45:00.000-05:00,".NET,C#",
320,30000616,2007-01-18T09:00:00.000-05:00,".NET,C#",
321,30000617,2007-01-18T09:00:00.000-05:00,"Java,XML",
322,30000618,2007-01-18T09:00:00.000-05:00,Java,
323,30000620,2007-01-18T09:01:00.000-05:00,Java,
324,30000621,2007-01-18T09:01:00.000-05:00,".NET,C#",
325,30000622,2007-01-18T12:21:00.000-05:00,Java,
326,30000623,2007-01-18T09:01:00.000-05:00,".NET,C#",
327,30000624,2007-01-18T10:00:00.000-05:00,".NET,C#",
328,30000625,2007-01-18T10:54:00.000-05:00,Java,
329,30000626,2007-01-18T10:55:00.000-05:00,Java,
330,30000627,2007-01-18T11:01:00.000-05:00,Java,
331,30000628,2007-01-18T11:53:00.000-05:00,,
332,30000629,2007-01-18T13:00:00.000-05:00,".NET,C#,XSL",
333,30000640,2007-01-18T13:00:00.000-05:00,".NET,C#",
334,30000660,2007-01-16T04:16:00.000-05:00,.NET,
335,30000661,2007-01-21T17:55:00.000-05:00,Java,
336,30000670,2007-01-20T09:05:00.000-05:00,Java,
337,30000671,2007-01-25T09:00:00.000-05:00,Java,
338,30000672,2007-01-25T09:00:00.000-05:00,XSL,
339,30000673,2007-01-25T09:00:00.000-05:00,".NET,C#",
340,30000674,2007-01-25T09:00:00.000-05:00,".NET,C#",
341,30000675,2007-01-25T09:00:00.000-05:00,".NET,C#",
342,30000676,2007-01-25T09:00:00.000-05:00,".NET,C#",
343,30000677,2007-01-25T09:00:00.000-05:00,".NET,C#,COM",
344,30000678,2007-01-25T09:00:00.000-05:00,".NET,C#",
345,30000679,2007-01-25T09:00:00.000-05:00,".NET,C#",
346,30000680,2007-01-25T09:00:00.000-05:00,Java,
347,30000681,2007-01-25T11:15:00.000-05:00,".NET,C#",
348,30000682,2007-02-01T11:20:00.000-05:00,Java,
349,30000691,2007-01-29T09:00:00.000-05:00,".NET,C#",
350,30000693,2007-01-29T09:00:00.000-05:00,".NET,C#",
351,30000694,2007-01-25T09:35:00.000-05:00,".NET,C#",
352,30000695,2007-01-29T09:00:00.000-05:00,".NET,C#",
353,30000696,2007-01-25T10:10:00.000-05:00,,
354,30000697,2007-01-25T11:45:00.000-05:00,"HTML,HTTP,J2EE,Java,Servlet",
355,30000698,2007-01-25T12:05:00.000-05:00,.NET,
356,30000700,2007-01-25T16:00:00.000-05:00,".NET,C#",
357,30000705,2007-01-25T23:35:00.000-05:00,".NET,C#",
358,30000710,2007-01-26T09:00:00.000-05:00,".NET,C#",
359,30000713,2007-02-01T10:15:00.000-05:00,Java,
360,30000714,2007-02-01T11:50:00.000-05:00,".NET,C#",
361,30000715,2007-02-01T12:00:00.000-05:00,".NET,C#",
362,30000719,2007-02-01T23:45:00.000-05:00,"C#,Java",
363,30000720,2007-01-26T09:00:00.000-05:00,".NET,C#",
364,30000721,2007-01-28T09:00:00.000-05:00,".NET,C#",
365,30000722,2007-01-26T09:00:00.000-05:00,"Java,XML",
366,30000723,2007-01-23T09:00:00.000-05:00,"JDBC,Java",
367,30000728,2007-01-30T09:00:00.000-05:00,"Custom Tag,HTML,HTTP,JSP,Java,JavaBean,XML",
368,30000729,2007-01-31T09:00:00.000-05:00,".NET,C#",
369,30000730,2007-01-31T09:00:00.000-05:00,".NET,C#",
370,30000731,2007-01-31T09:00:00.000-05:00,.NET,
371,30000732,2007-01-31T10:00:00.000-05:00,".NET,C#",
372,30000735,2007-02-01T09:00:00.000-05:00,.NET,
373,30000736,2007-02-01T09:00:00.000-05:00,".NET,C#",
374,30000737,2007-02-01T09:00:00.000-05:00,".NET,C#",
375,30000738,2007-02-01T09:00:00.000-05:00,".NET,C#",
376,30000739,2007-02-03T09:15:00.000-05:00,".NET,C#",
377,30000740,2007-02-01T09:00:00.000-05:00,Java,
378,30000747,2007-02-01T09:00:00.000-05:00,Java,
379,30000748,2007-02-01T09:00:00.000-05:00,Java,
380,30000749,2007-02-01T09:00:00.000-05:00,Java,
381,30000750,2007-02-01T09:05:00.000-05:00,"JDBC,Java,XML",
382,30000751,2007-02-03T09:00:00.000-05:00,".NET,C#",
383,30000752,2007-01-31T10:05:00.000-05:00,Java,
384,30000760,2007-02-01T23:55:00.000-05:00,Java,
385,30000761,2007-02-02T00:05:00.000-05:00,Java,
386,30000762,2007-01-29T10:10:00.000-05:00,".NET,C#",
387,30000764,2007-02-02T01:00:00.000-05:00,".NET,C#",
388,30000768,2007-02-05T10:30:00.000-05:00,".NET,C#",
389,30000769,2007-02-05T10:30:00.000-05:00,".NET,C#",
390,30000770,2007-02-05T10:40:00.000-05:00,".NET,C#",
391,30000781,2007-02-05T09:00:00.000-05:00,".NET,C#",
392,30000784,2007-02-08T11:00:00.000-05:00,Java,
393,30000785,2007-02-08T11:00:00.000-05:00,Java,
394,30000786,2007-02-08T11:00:00.000-05:00,Java,
395,30000787,2007-02-08T09:00:00.000-05:00,Java,
396,30000788,2007-02-08T09:00:00.000-05:00,".NET,C#,WinForms Controls,XML",
397,30000789,2007-02-08T09:00:00.000-05:00,,
398,30000790,2007-02-08T09:00:00.000-05:00,,
399,30000791,2007-02-08T09:00:00.000-05:00,,
400,30000792,2007-02-08T09:00:00.000-05:00,,
401,30000793,2007-02-08T09:00:00.000-05:00,,
402,30000794,2007-02-08T09:00:00.000-05:00,".NET,C#,Web Services,XML",
403,30000796,2007-02-08T09:00:00.000-05:00,Java,
404,30000797,2007-02-08T09:00:00.000-05:00,,
405,30000798,2007-02-08T09:00:00.000-05:00,"Java,XML",
406,30000800,2007-02-09T09:00:00.000-05:00,Java,
407,30000801,2007-02-08T09:00:00.000-05:00,".NET,C#",
408,30000802,2007-02-08T09:00:00.000-05:00,".NET,C#",
409,30000803,2007-02-08T09:00:00.000-05:00,Java,
410,30000804,2007-02-08T09:00:00.000-05:00,".NET,C#",
411,30000805,2007-02-08T09:00:00.000-05:00,".NET,C#",
412,30000809,2007-02-08T13:10:00.000-05:00,Java,
413,30000831,2007-02-09T16:00:00.000-05:00,Java,
414,30000843,2007-02-12T10:10:00.000-05:00,Java,
415,30000850,2007-02-13T13:00:00.000-05:00,Java,
416,30000851,2007-02-14T17:00:00.000-05:00,".NET,C#",
417,30000860,2007-02-15T09:00:00.000-05:00,Java,
418,30000861,2007-02-15T09:00:00.000-05:00,Java,
419,30000862,2007-02-15T09:00:00.000-05:00,Java,
420,30000863,2007-02-15T09:00:00.000-05:00,Java,
421,30000864,2007-02-15T09:00:00.000-05:00,Java,
